UBIGEO,VIVIENDA,AguaAcceso,Electricidad
110111,365,2,1
110111,366,2,1
110111,367,2,1
110111,368,2,1
110206,4,1,1
110303,150,1,1
110303,151,1,1
110303,152,1,1
110303,308,1,1
110303,309,1,1
110303,310,1,1
110303,311,1,1
110303,312,1,1
110202,13,1,1
110202,14,1,1
110202,15,1,1
110202,16,1,1
110202,113,1,1
110202,114,1,1
110202,115,1,1
110202,116,1,1
110301,30,1,1
110301,31,1,1
110503,121,1,1
110503,122,1,1
110503,123,2,1
110503,124,2,1
110503,124,2,1
110205,77,2,1
110205,79,2,1
110205,80,2,1
110303,1,1,1
110303,7,1,1
110303,20,1,1
110303,44,1,1
110303,63,1,1
110303,77,1,1
110303,92,1,1
110403,199,1,1
110403,200,2,1
110403,443,2,1
110403,444,2,1
110403,445,2,1
110403,446,2,1
110403,448,2,1
110114,21,2,1
110114,22,2,1
110114,24,2,1
110114,78,2,1
110114,79,2,1
110114,80,1,1
110106,5,1,1
110106,6,1,1
110106,7,1,1
110106,8,1,1
110106,73,2,1
110106,74,2,1
110106,75,2,1
110106,76,2,1
110504,284,1,1
110504,286,1,1
110504,287,2,1
110504,288,2,1
110114,5,1,1
110114,6,1,1
110114,8,1,1
110114,10,1,1
110114,49,2,1
110114,50,2,1
110114,51,2,1
110114,54,2,1
110402,24,2,1
110402,34,2,1
110402,44,2,1
110402,55,2,1
110402,66,2,1
110111,73,2,1
110111,74,2,1
110111,75,2,1
110111,76,2,1
110111,233,2,1
110111,234,2,1
110111,235,2,1
110111,236,2,1
110203,2,1,1
110203,10,1,1
110203,39,1,1
110203,46,1,1
110203,52,1,1
110203,59,1,1
110203,66,1,1
110203,74,1,1
120114,14,1,1
120114,28,1,1
120114,42,1,1
120114,71,1,1
120114,85,1,1
120114,99,1,1
120114,126,1,1
120114,141,1,1
120107,9,1,1
120107,24,1,1
120107,53,1,1
120107,66,1,1
120107,78,1,1
120107,91,1,1
120101,4,1,1
120101,21,1,1
120101,37,1,1
120101,55,1,1
120101,73,1,1
120101,133,1,1
120101,150,1,1
120107,6,1,1
120107,27,1,1
120107,68,1,1
120107,90,1,1
120107,111,1,1
120107,133,1,1
120107,26,1,1
120107,70,1,1
120107,84,1,1
120107,99,1,1
120107,112,2,1
120114,2,1,1
120114,16,2,1
120114,37,1,1
120114,57,1,1
120114,67,1,1
120101,16,1,1
120101,35,1,1
120101,74,1,1
120101,93,1,1
120101,113,1,1
120101,132,1,1
120101,171,1,1
120101,190,1,1
120114,5,1,1
120114,15,1,1
120114,27,1,1
120114,50,1,1
120114,61,1,1
120114,73,1,1
120101,1,2,1
120101,14,1,1
120101,30,1,1
120101,51,1,1
120101,63,1,1
120101,87,1,1
120114,3,2,1
120114,18,1,1
120114,44,1,1
120114,59,1,1
120114,72,1,1
120114,85,1,1
120114,13,1,1
120114,21,2,1
120114,25,1,1
120114,35,1,1
120114,48,1,1
120114,81,1,1
120114,119,1,1
120114,140,1,1
120101,11,1,1
120101,22,1,1
120101,34,1,1
120101,57,1,1
120101,92,1,1
120101,104,1,1
120101,113,1,1
120101,123,1,1
120101,1,1,1
120101,44,1,1
120101,64,1,1
120101,84,1,1
120101,104,1,1
120101,143,1,1
120107,17,1,1
120107,50,1,1
120107,67,1,1
120107,83,1,1
120107,119,1,1
120107,134,1,1
120107,10,2,1
120107,33,2,1
120107,79,2,1
120107,102,2,1
120107,125,1,1
120107,148,1,1
120114,13,1,1
120114,30,1,1
120114,64,1,1
120114,81,1,1
120114,98,1,1
120114,116,1,1
120114,150,1,1
120114,167,1,1
120114,6,1,1
120114,18,1,1
120114,53,1,1
120114,65,1,1
120114,77,1,1
120114,100,1,1
120114,111,1,1
120114,46,1,1
120114,64,1,1
120114,84,1,1
120114,104,1,1
120114,144,1,1
120114,164,1,1
120114,183,1,1
120114,204,1,1
120101,34,1,1
120101,49,1,1
120101,66,2,1
120101,81,1,1
120101,97,1,1
120101,113,2,1
120107,6,1,1
120107,24,1,1
120107,43,1,1
120107,115,1,1
120107,133,1,1
120107,151,1,1
120114,11,1,1
120114,25,1,1
120114,39,1,1
120114,53,1,1
120114,81,1,1
120114,96,1,1
120114,124,1,1
120114,138,1,1
120101,10,1,1
120101,46,1,1
120101,58,1,1
120101,70,1,1
120101,81,1,1
120101,105,1,1
120101,117,1,1
120101,129,1,1
120114,14,1,1
120114,32,1,1
120114,69,1,1
120114,87,1,1
120114,106,1,1
120114,124,1,1
120101,2,1,1
120101,33,1,1
120101,49,1,1
120101,64,1,1
120101,95,1,1
120101,126,1,1
120107,31,1,1
120107,59,1,1
120107,87,1,1
120107,99,1,1
120114,14,1,1
120114,42,1,1
120114,56,1,1
120114,70,1,1
120114,84,1,1
120114,98,1,1
120114,113,1,1
120101,8,1,1
120101,17,1,1
120101,25,1,1
120101,34,1,1
120101,51,1,1
120101,68,1,1
120101,76,1,1
120101,92,1,1
120114,12,1,1
120114,37,1,1
120114,41,1,1
120114,56,1,1
120114,67,1,1
120101,4,1,1
120101,10,1,1
120101,28,1,1
120101,43,1,1
120101,78,1,1
120101,96,2,1
120114,9,1,1
120114,26,1,1
120114,44,1,1
120114,57,1,1
120114,97,1,1
120114,132,1,1
120114,147,1,1
120114,162,1,1
120101,24,1,1
120101,40,1,1
120101,88,1,1
120101,104,1,1
120101,136,1,1
120101,152,1,1
120114,8,9,1
120114,58,1,1
120114,75,2,1
120114,109,1,1
120101,3,1,1
120101,19,1,1
120101,52,1,1
120101,68,1,1
120101,84,1,1
120101,101,1,1
120101,133,1,1
120101,149,1,1
120101,2,1,1
120101,43,1,1
120101,83,1,1
120101,101,1,1
120101,121,1,1
120101,141,1,1
120114,11,1,1
120114,23,1,1
120114,46,1,1
120114,57,1,1
120114,69,1,1
120114,80,1,1
120114,103,1,1
120114,103,1,1
120114,114,1,1
120101,7,1,1
120101,22,1,1
120101,52,1,1
120101,67,1,1
120101,82,1,1
120101,96,1,1
120101,158,1,1
120114,4,1,1
120114,16,1,1
120114,52,1,1
120114,65,1,1
120114,77,1,1
120114,99,1,1
120101,37,1,1
120101,62,1,1
120101,89,1,1
120101,138,1,1
120101,184,1,1
120114,31,1,1
120114,46,1,1
120114,62,1,1
120114,78,1,1
120114,94,1,1
120114,124,1,1
120114,142,1,1
120114,158,1,1
120101,14,2,1
120101,32,1,1
120101,49,1,1
120101,66,1,1
120101,83,1,1
120101,118,1,1
120101,135,1,1
120101,187,1,1
120114,10,1,1
120114,22,1,1
120114,45,2,1
120114,57,1,0
120114,68,1,1
120114,80,2,1
120107,20,1,1
120107,41,1,1
120107,82,1,1
120107,102,1,1
120107,123,1,1
120107,184,2,1
120107,1,1,1
120107,31,1,1
120107,60,1,1
120107,90,1,1
120107,178,1,1
120107,208,1,1
120114,1,1,1
120114,16,1,1
120114,59,1,1
120114,88,1,1
120114,103,1,1
120114,117,1,1
120114,132,1,1
120114,146,1,1
120101,11,1,1
120101,22,1,1
120101,34,1,1
120101,69,1,1
120101,81,1,1
120101,90,1,1
120101,113,1,1
120101,124,1,1
120101,124,1,1
120114,1,1,1
120114,40,1,1
120114,53,1,1
120114,66,1,1
120114,79,1,1
120114,93,1,1
120107,17,1,1
120107,28,1,1
120107,40,1,1
120107,52,1,1
120107,64,1,1
120107,76,1,1
120808,2,1,1
120808,10,1,1
120808,29,1,1
120808,41,1,1
120808,66,1,1
120808,79,1,1
120125,6,2,1
120125,24,2,1
120125,54,2,1
120125,68,2,1
120125,83,2,1
120125,99,2,1
120434,15,1,1
120434,31,1,1
120434,62,1,1
120434,78,1,1
120434,93,1,1
120434,109,1,1
120129,28,1,1
120129,40,1,1
120129,55,1,1
120129,70,1,1
120129,83,1,1
120129,97,1,1
120428,8,1,1
120428,25,2,1
120428,54,1,1
120428,69,1,1
120428,81,1,1
120428,97,1,1
120401,2,1,1
120401,22,1,1
120401,41,1,1
120401,81,1,1
120401,102,1,1
120401,139,1,1
120501,4,1,1
120501,18,1,1
120501,46,1,1
120501,60,1,1
120501,74,1,1
120501,88,1,1
120501,9,1,1
120501,56,1,1
120501,87,2,1
120501,103,1,1
120501,119,1,1
120501,134,1,1
120128,13,1,1
120128,32,1,1
120128,52,1,1
120128,71,1,1
120128,90,1,1
120128,109,1,1
120133,1,1,1
120133,14,1,1
120133,40,1,1
120133,53,1,1
120133,66,1,1
120133,79,2,1
120701,9,1,1
120701,29,1,1
120701,48,1,1
120701,58,1,1
120701,68,1,1
120701,76,1,1
120125,1,2,1
120125,23,2,1
120125,34,2,1
120125,43,2,1
120125,53,1,1
120125,63,2,1
120430,28,1,1
120430,42,1,1
120430,57,1,1
120430,72,1,1
120430,86,1,1
120430,101,1,1
120119,2,1,1
120119,18,1,1
120119,33,1,1
120119,49,2,1
120119,112,1,1
120119,127,1,1
120213,6,1,1
120213,22,1,1
120213,50,1,1
120213,65,1,1
120213,80,1,1
120213,96,1,1
120801,6,2,1
120801,18,1,1
120801,29,2,1
120801,75,2,1
120801,87,2,1
120805,5,1,1
120805,19,1,1
120805,50,1,1
120805,79,1,1
120805,94,1,1
120805,108,1,1
120702,7,1,1
120702,17,2,1
120702,29,2,1
120702,68,2,1
120702,82,2,1
120702,107,2,1
120129,17,2,1
120129,38,1,1
120129,101,1,1
120129,121,2,1
120129,142,1,1
120401,6,1,1
120401,20,1,1
120401,46,1,1
120401,60,1,1
120401,75,1,1
120401,88,1,1
120901,7,1,1
120901,50,1,1
120901,93,1,1
120901,114,1,1
120901,136,1,1
120901,157,1,1
120701,26,1,1
120701,69,1,1
120701,91,1,1
120701,112,2,1
120701,134,1,1
120134,1,1,1
120134,14,1,1
120134,39,1,1
120134,52,1,1
120134,64,1,1
120134,77,1,1
120708,7,1,1
120708,21,1,1
120708,63,1,1
120708,78,1,1
120708,92,1,1
120708,120,1,1
120704,14,1,1
120704,36,1,1
120704,81,1,1
120704,104,1,1
120704,127,1,1
120704,150,1,1
120810,4,1,1
120810,19,1,1
120810,35,1,1
120810,81,1,1
120810,96,1,1
120810,111,1,1
120801,6,1,1
120801,15,1,1
120801,24,1,1
120801,42,1,1
120801,50,1,1
120701,4,1,1
120701,8,1,1
120701,13,1,1
120701,21,1,1
120701,27,1,1
120701,108,1,1
120210,4,1,1
120210,36,1,1
120210,53,1,1
120210,69,1,1
120210,85,1,1
120210,101,1,1
120119,3,1,1
120119,7,1,1
120119,19,1,1
120119,72,1,1
120119,97,1,1
120119,116,1,1
120117,5,1,1
120117,18,1,1
120117,47,1,1
120117,61,1,1
120117,75,1,1
120117,89,1,1
120401,8,1,1
120401,38,1,1
120401,52,1,1
120401,80,1,1
120401,107,1,1
120501,4,1,1
120501,12,1,1
120501,27,1,1
120501,35,1,1
120501,42,1,1
120501,50,1,1
120130,4,1,1
120130,23,1,1
120130,41,1,1
120130,58,1,1
120130,94,1,1
120130,112,1,1
120133,11,1,1
120133,27,1,1
120133,59,1,1
120133,75,1,1
120133,91,1,1
120133,107,1,1
120133,8,1,1
120133,20,1,1
120133,32,1,1
120133,43,1,1
120133,67,1,1
120133,79,1,1
120701,5,1,1
120701,25,1,1
120701,84,1,1
120701,123,1,1
120701,142,1,1
120701,160,1,1
120502,3,1,1
120502,12,1,1
120502,31,1,1
120502,41,1,1
120502,50,1,1
120502,60,1,1
120701,6,1,1
120701,21,1,1
120701,52,1,1
120701,67,1,1
120701,83,1,1
120701,98,1,1
120134,2,1,1
120134,18,1,1
120134,48,1,1
120134,64,1,1
120134,80,1,1
120134,96,1,1
120402,11,1,1
120402,38,1,1
120402,64,1,1
120402,78,1,1
120402,104,1,1
120402,116,1,1
120201,22,1,1
120201,46,1,1
120201,70,1,1
120201,96,1,1
120201,144,1,1
120201,168,1,1
120701,16,1,1
120701,55,1,1
120701,76,1,1
120701,96,1,1
120701,116,1,1
120701,136,1,1
120117,8,1,1
120117,23,1,1
120117,51,1,1
120117,64,1,1
120117,78,1,1
120117,93,1,1
120701,5,1,1
120701,13,1,1
120701,39,1,1
120701,45,1,1
120701,52,2,1
120701,59,1,1
120126,4,2,1
120126,13,1,1
120126,31,2,1
120126,57,2,1
120126,73,2,0
120434,11,1,1
120434,25,1,1
120434,53,1,1
120434,67,1,1
120434,81,1,1
120434,95,1,1
120130,20,1,1
120130,44,1,1
120130,92,1,1
120130,116,1,1
120130,137,1,1
120130,163,1,1
120901,7,1,1
120901,70,2,1
120901,102,1,1
120901,117,1,1
120905,7,1,1
120905,31,1,1
120905,78,1,1
120905,98,1,1
120905,124,1,1
120905,146,1,1
120133,21,1,1
120133,30,1,1
120133,51,1,0
120133,62,1,1
120133,72,1,1
120133,82,2,1
120121,12,1,1
120121,27,1,1
120121,58,1,1
120121,73,1,1
120121,88,1,1
120121,103,1,1
120301,7,1,1
120301,45,1,1
120301,57,1,1
120301,68,1,1
120301,81,1,1
120301,95,1,1
120601,3,1,1
120601,17,1,1
120601,46,1,1
120601,58,1,1
120601,72,1,1
120601,81,1,1
120302,4,1,1
120302,20,1,1
120302,36,1,1
120302,51,1,1
120302,67,1,1
120302,84,1,1
120302,11,1,1
120302,20,1,1
120302,39,1,1
120302,50,1,1
120302,60,1,1
120302,70,1,1
120604,14,1,1
120604,28,1,1
120604,57,2,1
120604,71,1,1
120604,85,2,1
120604,99,1,1
120601,6,1,1
120601,22,1,1
120601,39,1,1
120601,54,1,1
120601,87,1,1
120601,103,1,1
120606,15,1,1
120606,36,1,1
120606,56,1,1
120606,76,1,1
120606,119,1,1
120606,140,1,1
120301,9,1,1
120301,22,1,1
120301,36,1,1
120301,49,1,1
120301,63,1,1
120301,76,1,1
120604,30,1,1
120604,45,2,1
120604,60,1,1
120604,75,1,1
120604,94,1,1
120604,121,1,1
120303,15,1,1
120303,28,1,1
120303,41,1,1
120303,54,1,1
120303,81,1,1
120303,107,1,1
120606,5,1,1
120606,22,1,1
120606,52,1,1
120606,68,1,1
120606,81,1,1
120606,96,1,1
120305,4,1,1
120305,44,2,1
120305,66,1,1
120305,79,1,1
120305,109,1,1
120301,20,1,1
120301,34,1,1
120301,47,1,1
120301,60,1,1
120301,74,1,1
120301,101,1,1
120302,6,1,1
120302,15,1,1
120302,17,1,1
120302,29,1,1
120302,26,1,1
120302,44,1,1
120302,59,1,1
120302,112,1,1
120302,129,1,1
120607,39,1,1
120607,54,1,1
120607,69,1,1
120607,85,1,1
120607,100,1,1
120301,19,1,1
120301,39,1,1
120301,59,1,1
120301,79,1,1
120301,99,1,1
120301,118,1,1
120607,12,1,1
120607,62,1,1
120607,78,1,1
120607,95,1,1
120607,111,1,1
120305,8,1,1
120305,20,1,1
120305,44,1,1
120305,69,1,1
120305,82,1,1
120305,106,1,1
120302,22,1,1
120302,37,1,1
120302,53,1,1
120302,69,1,1
120302,84,1,1
120302,100,1,1
120606,1,1,1
120606,17,1,1
120606,38,1,1
120606,57,1,1
120606,94,1,1
120606,112,1,1
120302,19,1,1
120302,45,1,1
120302,64,1,1
120302,108,1,0
120302,131,1,1
120302,153,1,1
120303,20,1,1
120303,35,1,1
120303,49,1,1
120303,67,1,1
120303,82,1,1
120303,114,1,1
120422,1,1,1
120422,13,1,1
120422,17,1,1
120422,38,1,1
120422,43,1,1
120422,48,1,1
120422,53,1,1
120422,57,1,1
120701,53,1,1
120701,54,1,1
120701,55,1,1
120701,56,1,1
120701,176,1,1
120701,177,1,1
120701,178,1,1
120701,179,1,1
120101,29,1,1
120101,30,1,1
120101,31,1,1
120101,32,1,1
120101,169,1,1
120101,170,1,1
120101,171,1,1
120101,172,1,1
120113,2,2,1
120113,3,2,1
120113,8,2,1
120113,20,2,0
120113,24,2,1
120113,25,2,1
120113,26,1,1
120707,7,1,1
120707,29,1,1
120707,49,1,1
120707,59,1,1
120707,80,1,1
120707,90,1,1
120707,102,2,1
120707,121,1,1
120904,7,1,1
120904,22,1,1
120904,37,1,1
120904,64,1,1
120904,77,1,1
120904,103,1,1
120904,115,1,1
120904,128,1,1
120210,61,2,1
120210,62,2,1
120210,64,1,1
120210,66,1,1
120210,140,1,1
120210,142,2,1
120210,144,2,1
120210,145,1,1
120427,1,1,0
120427,3,1,0
120427,4,1,0
120427,27,1,0
120427,28,1,1
120427,29,1,0
120427,30,1,0
120208,3,1,1
120208,15,1,1
120208,40,1,1
120208,52,1,0
120208,63,1,1
120208,75,1,1
120208,96,1,1
120208,108,1,1
120702,29,1,1
120702,30,1,1
120702,31,1,1
120702,32,1,1
120702,135,1,1
120702,136,1,1
120702,137,1,1
120702,140,1,1
120406,13,1,1
120406,14,1,1
120406,15,1,1
120406,16,1,1
120406,96,1,1
120406,97,1,1
120406,98,1,1
120406,99,1,1
120802,13,1,1
120802,14,1,1
120802,15,1,1
120802,16,1,1
120503,6,1,1
120503,13,1,1
120503,27,1,1
120503,34,1,1
120503,48,1,1
120503,62,1,1
120503,69,1,1
120503,76,1,1
120116,6,1,1
120116,44,1,1
120116,57,1,1
120116,95,1,1
120116,132,1,1
120116,143,2,1
120206,33,1,1
120206,34,1,1
120206,35,1,1
120206,36,1,1
120206,242,1,1
120206,245,1,1
120206,247,1,1
120206,248,1,1
120204,1,1,1
120204,2,1,1
120204,4,1,1
120204,81,1,1
120204,82,1,1
120204,83,1,1
120204,84,1,1
120409,2,1,1
120409,8,1,1
120409,21,1,1
120409,28,1,1
120409,34,1,1
120409,41,1,1
120409,53,1,1
120409,60,1,1
120706,5,1,1
120706,6,1,1
120706,7,1,1
120706,93,1,1
120706,94,1,1
120706,95,1,1
120706,97,1,1
120120,10,1,1
120120,11,1,1
120424,11,1,1
120424,22,1,1
120424,33,1,1
120424,44,1,1
120424,55,1,1
120424,66,1,1
120424,78,1,1
120424,100,1,1
120708,49,1,1
120708,72,1,1
120708,82,1,1
120708,84,1,1
120708,110,1,1
120124,5,1,1
120124,6,1,1
120124,7,1,1
120124,8,1,1
120124,148,1,1
120124,150,1,1
120124,151,1,1
120215,3,1,1
120215,19,1,1
120215,50,1,1
120215,64,1,1
120215,77,1,1
120215,92,1,1
120215,106,1,1
120901,73,1,1
120901,74,1,1
120901,75,1,1
120901,76,1,1
120901,341,2,1
120901,342,1,0
120901,343,1,1
120901,344,1,1
120114,77,1,1
120114,78,1,1
120114,79,1,1
120114,80,1,1
120114,387,1,1
120114,388,1,1
120114,389,1,1
120709,25,1,1
120709,26,1,1
120709,28,1,1
120709,89,1,1
120709,90,1,1
120709,91,1,1
120709,92,1,1
120405,8,1,1
120405,28,1,1
120405,38,1,1
120405,48,1,1
120405,58,1,1
120405,69,1,1
120405,78,1,1
120405,98,1,1
120504,17,1,1
120504,18,1,1
120504,82,1,1
120504,83,1,1
120504,84,1,1
120504,86,1,1
120903,57,1,1
120903,58,1,1
120903,59,1,1
120903,60,1,1
120903,159,1,1
120903,161,1,1
120903,162,1,1
120903,163,1,1
120902,18,1,1
120902,19,1,1
120902,20,1,1
120902,61,1,1
120902,62,1,1
120902,63,1,1
120902,64,1,1
120411,3,1,1
120411,26,1,1
120411,32,1,1
120411,39,1,1
120411,44,1,1
120411,49,1,0
120411,56,1,0
120411,60,1,1
120902,61,1,1
120902,62,1,1
120902,63,1,1
120902,64,1,1
120902,212,2,1
120902,213,1,1
120902,214,1,1
120902,216,1,1
120135,17,1,0
120135,18,1,1
120135,19,1,1
120135,20,1,1
120135,82,1,1
120135,85,1,1
120135,86,1,1
120412,2,1,1
120412,10,1,1
120412,18,1,1
120412,33,1,1
120412,41,1,1
120412,49,1,1
120412,56,1,1
120412,71,1,1
120105,5,1,1
120105,11,1,1
120105,24,1,0
120105,37,1,1
120105,43,1,1
120105,49,1,1
120105,67,1,1
120105,73,1,1
120423,9,1,1
120423,12,1,1
120423,111,1,0
120423,112,1,1
120423,113,1,1
120423,114,1,1
120423,116,1,1
120708,11,1,1
120708,13,1,1
120708,53,1,1
120708,54,1,1
120708,55,1,1
120303,107,1,1
120303,108,1,1
120606,86,1,0
120606,88,1,0
120606,317,1,1
120606,318,1,1
120606,319,1,1
120606,37,1,0
120302,38,1,1
120302,39,1,1
120302,40,1,1
120302,220,1,1
120302,221,1,1
120302,222,2,1
120302,223,1,1
120302,224,1,1
120608,77,1,1
120608,78,1,1
120608,79,1,1
120608,80,1,1
120608,181,1,1
120608,182,1,1
120608,183,1,1
120608,184,1,1
120603,13,1,1
120603,16,1,1
120603,123,1,0
120304,4,1,1
120304,23,1,1
120304,30,1,1
120304,39,1,1
120304,76,1,1
120304,85,1,1
120605,29,1,1
120605,30,1,1
120605,31,1,1
120605,32,1,1
120605,105,1,1
120605,106,1,1
120605,109,1,1
120605,110,1,1
120606,217,1,0
120301,56,1,0
120608,26,1,0
120608,27,1,0
120608,28,1,0
120608,132,1,0
120608,134,1,0
120608,135,1,0
120608,136,1,0
120601,9,1,1
120601,41,1,1
120601,42,1,1
120601,43,1,1
120601,44,1,1
120601,45,1,0
120601,47,1,1
120302,21,1,1
120302,22,1,1
120302,23,1,1
120302,24,1,1
120302,61,1,1
120302,62,1,1
120302,63,1,1
120302,64,1,1
120305,38,1,0
120305,40,1,1
120305,256,1,1
120305,257,1,1
120305,258,1,1
120305,268,1,1
120305,269,1,1
120305,271,1,1
120603,73,1,1
120603,74,1,1
120603,75,1,1
120603,76,1,1
120603,205,1,1
120603,206,1,1
120419,6,1,1
120419,12,1,1
120419,28,1,1
120419,29,1,1
120419,31,1,1
120419,39,1,1
120609,177,1,1
120609,179,1,1
120609,180,1,1
120609,510,1,1
120609,511,1,1
120608,13,1,0
120608,15,1,0
120608,17,1,0
120608,108,1,0
120608,109,1,0
120608,110,1,0
120608,111,1,0
120608,113,1,0
120602,109,1,1
120602,110,1,1
120602,111,1,1
120602,283,1,1
120602,285,1,1
120602,286,1,1
120608,11,1,0
120608,201,1,1
120608,202,1,0
120608,203,1,1
120608,204,1,1
120302,9,1,1
120302,10,1,1
120302,12,1,1
120302,68,1,1
120302,69,1,1
120302,70,2,1
120302,71,1,1
120302,72,1,1
120601,109,1,1
120601,110,1,1
120601,111,1,1
120607,53,1,1
120607,55,1,1
120607,56,1,1
120607,211,1,1
120607,212,1,1
120607,215,1,1
120607,216,1,1
120606,17,1,0
120606,18,1,1
120606,19,1,0
120606,20,1,1
120606,189,1,1
120606,190,1,1
120606,191,1,1
120606,192,1,1
130101,20,1,1
130101,33,1,1
130101,41,1,1
130101,64,1,1
130101,86,1,1
130101,110,1,1
130101,125,1,1
130101,2,1,1
130101,41,1,1
130101,53,1,1
130101,76,1,1
130101,87,1,1
130101,121,1,1
130111,2,1,1
130111,17,1,1
130111,32,1,1
130111,48,1,1
130111,78,1,1
130111,122,1,1
130111,137,1,1
130105,28,1,1
130105,62,1,1
130105,80,1,1
130105,97,1,1
130105,115,1,1
130101,8,1,1
130101,34,1,1
130101,62,1,1
130101,73,1,1
130101,84,1,1
130101,95,1,1
130105,1,2,1
130105,21,2,1
130105,21,2,1
130105,60,2,1
130105,78,2,1
130105,97,2,1
130105,116,1,1
130102,18,2,1
130102,36,2,1
130102,74,2,1
130102,92,1,1
130102,112,2,1
130102,128,2,1
130101,17,1,1
130101,34,1,1
130101,67,1,1
130101,84,1,1
130101,119,1,1
130101,152,1,1
130101,16,1,1
130101,51,1,1
130101,68,1,1
130101,84,1,1
130101,103,1,1
130101,120,1,1
130101,152,1,1
130105,14,1,1
130105,72,1,1
130105,91,1,1
130105,111,2,1
130105,130,2,1
130101,12,1,1
130101,26,1,1
130101,26,1,1
130101,52,1,1
130101,66,1,1
130101,79,1,1
130101,93,1,1
130102,15,1,1
130102,30,2,1
130102,46,1,1
130102,61,1,1
130102,61,2,1
130102,78,1,1
130102,123,1,1
130102,153,1,1
130102,153,1,1
130102,166,1,1
130105,14,1,1
130105,37,1,1
130105,83,1,1
130105,106,1,1
130105,129,1,1
130111,15,1,1
130111,39,1,1
130111,86,1,1
130111,110,1,1
130111,133,1,1
130111,133,1,1
130111,133,1,1
130111,157,1,1
130103,6,2,1
130103,26,1,1
130103,60,2,1
130103,79,1,1
130103,116,2,1
130101,7,1,1
130101,27,1,1
130101,68,1,1
130101,76,1,1
130101,87,1,1
130101,99,1,1
130101,108,1,1
130101,28,1,1
130101,127,1,1
130101,160,1,1
130101,194,1,1
130101,228,1,1
130101,292,1,1
130101,325,1,1
130105,15,1,1
130105,33,1,1
130105,67,1,1
130105,85,1,1
130105,101,1,1
130105,117,1,1
130105,17,1,1
130105,35,1,1
130105,69,1,1
130105,86,1,1
130105,104,1,1
130101,4,1,1
130101,25,1,1
130101,46,1,1
130101,66,1,1
130101,87,1,1
130105,5,1,1
130105,37,1,1
130105,53,1,1
130105,69,1,1
130105,83,1,1
130105,96,1,1
130102,1,1,1
130102,38,1,1
130102,55,1,1
130102,73,1,1
130102,73,1,1
130102,128,1,1
130105,5,1,1
130105,21,2,1
130105,37,1,1
130105,54,1,1
130105,84,1,1
130105,127,2,1
130102,15,2,1
130102,32,2,1
130102,48,2,1
130102,82,1,1
130102,98,2,0
130102,115,1,1
130101,9,1,1
130101,28,2,1
130101,31,1,1
130101,53,1,1
130101,57,1,1
130101,69,1,1
130101,98,1,1
130101,9,1,1
130101,23,1,1
130101,40,1,1
130101,73,1,1
130101,87,1,1
130101,104,1,1
130101,135,1,1
130101,151,1,1
130101,5,1,1
130101,22,1,1
130101,57,1,1
130101,75,1,1
130101,92,1,1
130101,110,1,1
130101,143,1,1
130101,162,1,1
130105,4,1,1
130105,23,2,1
130105,43,1,1
130105,62,1,1
130105,81,1,1
130105,101,1,1
130105,120,1,1
130105,178,1,1
130101,3,1,1
130101,16,1,1
130101,29,1,1
130101,55,1,1
130101,81,1,1
130101,94,1,1
130101,106,1,1
130101,119,1,1
130111,24,1,1
130111,42,1,1
130111,65,1,1
130111,65,1,1
130111,86,1,1
130111,129,1,1
130111,150,1,1
130101,11,1,1
130101,27,1,1
130101,59,1,1
130101,76,1,1
130101,92,1,1
130101,109,1,1
130102,26,1,1
130102,63,1,1
130102,82,1,1
130102,102,1,1
130102,121,1,1
130102,3,1,1
130102,17,1,1
130102,24,1,1
130102,61,1,1
130102,72,1,1
130102,152,1,1
130101,14,1,1
130101,50,1,1
130101,69,1,1
130101,87,1,1
130101,123,1,1
130101,141,1,1
130101,178,1,1
130101,7,1,1
130101,27,1,1
130101,47,1,1
130101,126,1,1
130101,144,1,1
130101,166,1,1
130101,189,1,1
130105,3,1,1
130105,18,1,1
130105,49,1,1
130105,65,1,1
130105,80,1,1
130105,96,1,1
130105,127,1,1
130105,142,1,1
130101,7,1,1
130101,16,1,1
130101,34,1,1
130101,51,1,1
130101,60,2,1
130111,19,1,1
130111,36,1,1
130111,53,1,1
130111,70,1,1
130111,103,1,1
130105,2,1,1
130105,36,1,1
130105,52,1,1
130105,86,1,1
130105,119,1,1
130102,18,1,1
130102,38,1,1
130102,77,2,1
130102,97,2,1
130102,117,1,1
130102,137,1,1
130105,1,1,1
130105,14,1,1
130105,90,1,1
130101,14,1,1
130101,22,1,1
130101,29,1,1
130101,61,1,1
130101,72,1,1
130101,83,1,1
130101,125,1,1
130101,27,1,1
130101,31,1,1
130101,48,1,1
130101,81,1,1
130101,101,1,1
130111,40,1,1
130111,173,1,1
130111,395,1,1
130101,27,2,1
130101,39,1,1
130101,53,1,1
130101,81,1,1
130101,110,1,1
130101,133,1,1
130101,310,1,1
130101,13,1,1
130101,32,1,1
130101,70,1,1
130101,89,1,1
130101,184,1,1
130111,18,1,1
130111,58,1,1
130111,74,1,1
130111,83,1,1
130111,105,1,1
130111,112,1,1
130111,132,1,1
130105,10,2,1
130105,32,1,1
130105,97,1,1
130105,119,1,1
130105,141,1,1
130102,4,1,1
130102,48,1,1
130102,57,1,1
130102,67,1,1
130102,1,1,1
130102,70,1,1
130102,82,2,1
130101,15,1,1
130101,66,1,1
130101,112,1,1
130101,157,1,1
130101,8,1,1
130101,20,1,1
